season,game_type,week,gametime,away_team,away_score,home_team,home_score,result,total,overtime,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,Score_Diff,Home_Win?
2020,REG,9,13:00,DET,20,MIN,34,14,54,0,7,7,155,-173,3,106,-117,51.5,-108,-104,1,dome,sportturf,,,14,1
2020,REG,9,13:00,CHI,17,TEN,24,7,41,0,7,7,243,-280,6.5,-107,-103,46.5,-106,-105,0,outdoors,grass,77,14,7,1
2020,REG,9,13:00,NYG,23,WAS,20,-3,43,0,6,14,145,-162,3,-105,-105,43,-102,-109,1,outdoors,grass,75,1,-3,0
2020,REG,9,16:05,LV,31,LAC,26,-5,57,0,7,7,-112,102,-1,-105,-105,52.5,-102,-109,1,dome,matrixturf,,,-5,0
2020,REG,9,16:25,MIA,34,ARI,31,-3,65,0,7,14,211,-241,6,-112,102,49,-108,-103,0,closed,grass,,,-3,0
2020,REG,9,16:25,PIT,24,DAL,19,-5,43,0,7,7,-789,591,-14,-100,-110,44,-103,-108,0,closed,fieldturf,,,-5,0
2020,REG,9,20:20,NO,38,TB,3,-35,41,0,7,6,160,-179,3,107,-118,51,-106,-105,1,outdoors,grass,77,17,-35,0
2020,REG,9,20:15,NE,30,NYJ,27,-3,57,0,8,8,-372,312,-9.5,102,-113,41.5,-105,-106,1,outdoors,fieldturf,61,2,-3,0
2020,REG,10,20:20,IND,34,TEN,17,-17,51,0,4,4,-115,105,-1,-107,-103,49,-100,-111,1,outdoors,grass,56,6,-17,0
2020,REG,10,13:00,TB,46,CAR,23,-23,69,0,7,7,-259,226,-6,-108,-102,49.5,-105,-106,1,outdoors,grass,65,15,-23,0
2020,REG,10,13:00,HOU,7,CLE,10,3,17,0,7,14,192,-217,4.5,-106,-104,46,-104,-107,0,outdoors,grass,59,25,3,1
2020,REG,10,13:00,WAS,27,DET,30,3,57,0,7,7,123,-136,2.5,100,-110,46,-111,100,0,dome,fieldturf,,,3,1
2020,REG,10,13:00,JAX,20,GB,24,4,44,0,7,10,653,-893,13.5,-105,-105,47,-104,-107,0,outdoors,grass,38,23,4,1
2020,REG,10,13:00,PHI,17,NYG,27,10,44,0,14,7,-219,194,-4.5,-106,-104,45,102,-113,1,outdoors,fieldturf,56,18,10,1
2020,REG,10,16:05,BUF,30,ARI,32,2,62,0,7,7,138,-153,3,-108,-102,55.5,-106,-105,0,closed,grass,,,2,1
2020,REG,10,16:05,DEN,12,LV,37,25,49,0,7,7,168,-188,3.5,-106,-104,50.5,-110,-101,1,dome,grass,,,25,1
2020,REG,10,16:05,LAC,21,MIA,29,8,50,0,7,7,104,-115,1,-100,-110,48.5,-107,-104,0,outdoors,grass,83,7,8,1
2020,REG,10,16:25,SEA,16,LA,23,7,39,0,7,14,132,-146,3,-115,104,55,-100,-111,1,dome,matrixturf,,,7,1
2020,REG,10,16:25,SF,13,NO,27,14,40,0,10,7,323,-387,9.5,-110,-101,49.5,-106,-105,0,dome,astroturf,,,14,1
2020,REG,10,16:25,CIN,10,PIT,36,26,46,0,14,7,255,-297,6.5,-101,-109,45.5,101,-112,1,outdoors,grass,52,21,26,1
2020,REG,10,20:20,BAL,17,NE,23,6,40,0,7,6,-318,272,-7,100,-110,44,-104,-107,0,outdoors,grass,52,13,6,1
2020,REG,10,20:15,MIN,19,CHI,13,-6,32,0,8,8,-170,152,-3.5,108,-119,44,100,-111,1,outdoors,grass,44,11,-6,0
2020,REG,11,20:20,ARI,21,SEA,28,7,49,0,4,4,147,-164,3,-105,-105,56.5,-101,-110,1,outdoors,fieldturf,48,11,7,1
2020,REG,11,13:00,TEN,30,BAL,24,-6,54,1,10,7,221,-253,6,-103,-107,50.5,-102,-109,0,outdoors,grass,53,6,-6,0
2020,REG,11,13:00,DET,0,CAR,20,20,20,0,7,7,-169,152,-3,-119,108,47,-105,-106,0,outdoors,grass,65,7,20,1
2020,REG,11,13:00,PHI,17,CLE,22,5,39,0,7,7,122,-135,2.5,-104,-106,45.5,-109,-103,0,outdoors,grass,38,8,5,1
2020,REG,11,13:00,NE,20,HOU,27,7,47,0,7,7,-147,132,-2.5,-117,106,49.5,-103,-108,0,closed,grass,,,7,1
2020,REG,11,13:00,PIT,27,JAX,3,-24,30,0,7,7,-475,386,-11,-103,-107,47,101,-113,0,outdoors,grass,72,3,-24,0
2020,REG,11,13:00,ATL,9,NO,24,15,33,0,14,7,162,-181,3.5,-109,-101,49.5,-103,-108,1,dome,astroturf,,,15,1
2020,REG,11,13:00,CIN,9,WAS,20,11,29,0,7,7,110,-121,2,-109,-101,48,-106,-105,0,outdoors,grass,57,7,11,1
2020,REG,11,16:05,MIA,13,DEN,20,7,33,0,7,7,-196,174,-4,-105,-105,46,-108,-103,0,outdoors,grass,45,7,7,1
2020,REG,11,16:05,NYJ,28,LAC,34,6,62,0,13,7,351,-425,10,-110,-101,47,-104,-107,0,dome,matrixturf,,,6,1
